"gene","source"
"GJD4","GeneCards"
"GLYATL1","GeneCards"
"GMCL1","GeneCards"
"GPR135","GeneCards"
"GPR139","GeneCards"
"GPR3","GeneCards"
"GUCA2B","GeneCards"
"GZMK","GeneCards"
"H1-8","GeneCards"
"HEXIM2","GeneCards"
"HIPK4","GeneCards"
"HOXD12","GeneCards"
"HS3ST3B1","GeneCards"
"IRX1","GeneCards"
"KCNK12","GeneCards"
"KCTD5","GeneCards"
"KLHDC2","GeneCards"
"KRT72","GeneCards"
"LDHAL6B","GeneCards"
"LGALS13","GeneCards"
"METAP1D","GeneCards"
"METTL2B","GeneCards"
"MIR766","GeneCards"
"MOB4","GeneCards"
"MRPS33","GeneCards"
"MSC","GeneCards"
"MSMB","GeneCards"
"MYNN","GeneCards"
"NAPSA","GeneCards"
"NECAB3","GeneCards"
"NIPSNAP1","GeneCards"
"NPM3","GeneCards"
"NRN1","GeneCards"
"NUDT19","GeneCards"
"ODAM","GeneCards"
"OR7C1","GeneCards"
"PIGX","GeneCards"
"PIPSL","GeneCards"
"PLAGL2","GeneCards"
"PLEKHA8P1","GeneCards"
"PLLP","GeneCards"
"PMS2P3","GeneCards"
"PODN","GeneCards"
"POFUT4","GeneCards"
"PPIC","GeneCards"
"PTGR3","GeneCards"
"QTRT2","GeneCards"
"RAB40A","GeneCards"
"RAPGEFL1","GeneCards"
"RASD2","GeneCards"
"RASGEF1B","GeneCards"
"RASL12","GeneCards"
"RASSF6","GeneCards"
"REG3G","GeneCards"
"REG4","GeneCards"
"RGMB","GeneCards"
"RPAP1","GeneCards"
"SAT2","GeneCards"
"SCHIP1","GeneCards"
"SELENOF","GeneCards"
"SERPINB10","GeneCards"
"SH3YL1","GeneCards"
"SKOR1","GeneCards"
"SLC25A33","GeneCards"
"SLC9C2","GeneCards"
"SLN","GeneCards"
"SNX11","GeneCards"
"SOHLH2","GeneCards"
"SOX14","GeneCards"
"SSC5D","GeneCards"
"ST7-OT3","GeneCards"
"STMN3","GeneCards"
"SYT17","GeneCards"
"TAF7L","GeneCards"
"TAS2R20","GeneCards"
"TAS2R46","GeneCards"
"TBC1D16","GeneCards"
"TDRD6","GeneCards"
"THEM5","GeneCards"
"TMEM108","GeneCards"
"TMEM14B","GeneCards"
"TMEM50B","GeneCards"
"TRNAU1AP","GeneCards"
"TSPAN18","GeneCards"
"TTC4","GeneCards"
"UPK1B","GeneCards"
"UTP14C","GeneCards"
"VPS26B","GeneCards"
"WBP2NL","GeneCards"
"WSB2","GeneCards"
"ZMYM4","GeneCards"
"ZNF124","GeneCards"
"ZNF155","GeneCards"
"ZNF19","GeneCards"
"ZNF20","GeneCards"
"ZNF235","GeneCards"
"ZNF264","GeneCards"
"ZNF30","GeneCards"
"ZNF345","GeneCards"
"ZNF385B","GeneCards"
"ZNF45","GeneCards"
"ZNF507","GeneCards"
"ZNF577","GeneCards"
"ZNF646","GeneCards"
"ZNF689","GeneCards"
"ZNF703","GeneCards"
"ZSCAN4","GeneCards"
"ZZEF1","GeneCards"
"ADAM18","GeneCards"
"ADAM20","GeneCards"
"ADGRG7","GeneCards"
"ANGEL1","GeneCards"
"ANKRD13B","GeneCards"
"ARRDC4","GeneCards"
"ASB8","GeneCards"
"AWAT2","GeneCards"
"B3GAT2","GeneCards"
"BATF2","GeneCards"
"BIN3","GeneCards"
"BLTP3B","GeneCards"
"BOD1L1","GeneCards"
"BTBD2","GeneCards"
"CA10","GeneCards"
"CAPN13","GeneCards"
"CCDC102B","GeneCards"
"CCDC51","GeneCards"
"CDX4","GeneCards"
"CGRRF1","GeneCards"
"CHLSN","GeneCards"
"CHODL","GeneCards"
"CNNM1","GeneCards"
"CPNE4","GeneCards"
"CPXM2","GeneCards"
"CRYBA2","GeneCards"
"CUTA","GeneCards"
"DCLK3","GeneCards"
"DND1","GeneCards"
"DPH6","GeneCards"
"FAM98B","GeneCards"
"FBXO17","GeneCards"
"FBXW12","GeneCards"
"FHL5","GeneCards"
"FRMD8","GeneCards"
"FSD2","GeneCards"
"FTMT","GeneCards"
"GABARAPL3","GeneCards"
"GABPB2","GeneCards"
"GPHRA","GeneCards"
"GPN3","GeneCards"
"GPR174","GeneCards"
"GPR176","GeneCards"
"GPR34","GeneCards"
"GRPEL2","GeneCards"
"GXYLT1","GeneCards"
"HMGN5","GeneCards"
"HMGXB4","GeneCards"
"IFNL2","GeneCards"
"IGSF11","GeneCards"
"ISLR","GeneCards"
"ITIH5","GeneCards"
"KRTCAP2","GeneCards"
"LAYN","GeneCards"
"LEPROT","GeneCards"
"LOC126806425","GeneCards"
"LOC126807137","GeneCards"
"LOC126861896","GeneCards"
"LRRC1","GeneCards"
"MBNL3","GeneCards"
"MICOS10","GeneCards"
"MLLT11","GeneCards"
"MON1B","GeneCards"
"MPPED2","GeneCards"
"MRPL42","GeneCards"
"MRPL47","GeneCards"
"MRPS21","GeneCards"
"MRTO4","GeneCards"
"MUC15","GeneCards"
"MYBPHL","GeneCards"
"NETO2","GeneCards"
"NIT1","GeneCards"
"NOM1","GeneCards"
"NSUN5P2","GeneCards"
"NXF2","GeneCards"
"ODF1","GeneCards"
"OR2A4","GeneCards"
"OR4X1","GeneCards"
"OTP","GeneCards"
"PCDHAC2","GeneCards"
"PHACTR3","GeneCards"
"PHF24","GeneCards"
"PKNOX2","GeneCards"
"PRR5L","GeneCards"
"PRR7","GeneCards"
"PSTPIP2","GeneCards"
"QTMAN","GeneCards"
"RAB44","GeneCards"
"RABIF","GeneCards"
"RFPL2","GeneCards"
"RGS13","GeneCards"
"RHBDD2","GeneCards"
"RNF26","GeneCards"
"RRN3P2","GeneCards"
"SFXN5","GeneCards"
"SLAMF8","GeneCards"
"SREK1","GeneCards"
"TAAR5","GeneCards"
"TAS2R4","GeneCards"
"TAS2R8","GeneCards"
"TMEM106A","GeneCards"
"TMPRSS11E","GeneCards"
"TNIP3","GeneCards"
"TSPAN6","GeneCards"
"TSPAN9","GeneCards"
"TXNDC2","GeneCards"
"UGT3A2","GeneCards"
"WWC3","GeneCards"
"ZBTB22","GeneCards"
"ZBTB47","GeneCards"
"ZBTB7C","GeneCards"
"ZCCHC17","GeneCards"
"ZNF112","GeneCards"
"ZNF140","GeneCards"
"ZNF146","GeneCards"
"ZNF280D","GeneCards"
"ZNF395","GeneCards"
"ZNF415","GeneCards"
"ZNF510","GeneCards"
"ZNF557","GeneCards"
"ZNF582","GeneCards"
"ZNF584","GeneCards"
"ZNF664","GeneCards"
"ZNF71","GeneCards"
"ZSCAN32","GeneCards"
"ZSCAN5A","GeneCards"
"ACCS","GeneCards"
"ADAM29","GeneCards"
"ADGRF4","GeneCards"
"AMZ2","GeneCards"
"ANKRD13D","GeneCards"
"ARHGEF38","GeneCards"
"ARMC3","GeneCards"
"ASIC5","GeneCards"
"ATF7IP2","GeneCards"
"ATP13A5","GeneCards"
"BZW1","GeneCards"
"C1QL1","GeneCards"
"CD300C","GeneCards"
"CD99L2","GeneCards"
"CLDND1","GeneCards"
"CRAMP1","GeneCards"
"CRIP1","GeneCards"
"CRISP1","GeneCards"
"CRISP3","GeneCards"
"DAZ3","GeneCards"
"DBF4B","GeneCards"
"DMRTA2","GeneCards"
"DNAJB3","GeneCards"
"DNTTIP2","GeneCards"
"DPY19L3","GeneCards"
"DUS4L","GeneCards"
"ENPP6","GeneCards"
"FAM76B","GeneCards"
"FIGN","GeneCards"
"FKBP7","GeneCards"
"GAREM1","GeneCards"
"GAS2L3","GeneCards"
"GPATCH1","GeneCards"
"GPHA2","GeneCards"
"GPR157","GeneCards"
"GPR19","GeneCards"
"GPR21","GeneCards"
"GTF2IRD2","GeneCards"
"GUCA1C","GeneCards"
"HEBP1","GeneCards"
"HELT","GeneCards"
"HPCAL4","GeneCards"
"HS1BP3","GeneCards"
"HS3ST2","GeneCards"
"HS3ST5","GeneCards"
"HSDL1","GeneCards"
"HYPK","GeneCards"
"ICA1L","GeneCards"
"KBTBD4","GeneCards"
"KRT23","GeneCards"
"KRT35","GeneCards"
"KRT38","GeneCards"
"LAX1","GeneCards"
"LCMT2","GeneCards"
"LOC126806428","GeneCards"
"LRIT1","GeneCards"
"LRRC15","GeneCards"
"LRRC46","GeneCards"
"MARCKSL1","GeneCards"
"METTL9","GeneCards"
"MREG","GeneCards"
"MSC-AS1","GeneCards"
"MUCL1","GeneCards"
"NANOGP1","GeneCards"
"NEUROD4","GeneCards"
"NIPAL1","GeneCards"
"NLRP9","GeneCards"
"NPTXR","GeneCards"
"OLAH","GeneCards"
"OR1E1","GeneCards"
"OR2AG1","GeneCards"
"OR51E1","GeneCards"
"OR8G2P","GeneCards"
"PAQR6","GeneCards"
"PCDHA11","GeneCards"
"PCDHB4","GeneCards"
"PCDHB5","GeneCards"
"PDILT","GeneCards"
"PIK3IP1","GeneCards"
"PLPPR5","GeneCards"
"PRSS45P","GeneCards"
"RAB19","GeneCards"
"RASSF3","GeneCards"
"RBP5","GeneCards"
"REG1B","GeneCards"
"RMDN2","GeneCards"
"RNF150","GeneCards"
"RNF180","GeneCards"
"RPS6KL1","GeneCards"
"RPTN","GeneCards"
"RSBN1","GeneCards"
"SDAD1","GeneCards"
"SEPHS2","GeneCards"
"SLC25A51","GeneCards"
"SLC35A4","GeneCards"
"SLC6A16","GeneCards"
"SLC71A1","GeneCards"
"SMPX","GeneCards"
"SNX16","GeneCards"
"SPATA20","GeneCards"
"SPICE1","GeneCards"
"STARD5","GeneCards"
"STK35","GeneCards"
"TAS2R60","GeneCards"
"TBL1Y","GeneCards"
"THEMIS2","GeneCards"
"TIGD1","GeneCards"
"TIMM10B","GeneCards"
"TIMM17B","GeneCards"
"TMCC1","GeneCards"
"TMEM100","GeneCards"
"TMEM33","GeneCards"
"TMEM79","GeneCards"
"TNFAIP8L3","GeneCards"
"TP53AIP1","GeneCards"
"TPPP3","GeneCards"
"TTLL9","GeneCards"
"URGCP","GeneCards"
"VPREB1","GeneCards"
"WEE2-AS1","GeneCards"
"WT1-AS","GeneCards"
"XKR8","GeneCards"
"ZCCHC14","GeneCards"
"ZNF311","GeneCards"
"ZNF382","GeneCards"
"ZNF500","GeneCards"
"ACOT6","GeneCards"
"ACP4","GeneCards"
"AIG1","GeneCards"
"ANKRD24","GeneCards"
"APOLD1","GeneCards"
"ARK2C","GeneCards"
"ASB14","GeneCards"
"ASB18","GeneCards"
"B4GALNT4","GeneCards"
"CBARP","GeneCards"
"CCDC120","GeneCards"
"CERCAM","GeneCards"
"CLDN23","GeneCards"
"DHRS7","GeneCards"
"DIRAS2","GeneCards"
"DNAJC18","GeneCards"
"DPPA2","GeneCards"
"DPY19L1","GeneCards"
"DSCR9","GeneCards"
"DYNLT2","GeneCards"
"ENDOD1","GeneCards"
"ERI3","GeneCards"
"FCRL1","GeneCards"
"FCRLA","GeneCards"
"FRMPD3","GeneCards"
"FUNDC1","GeneCards"
"GIPC2","GeneCards"
"GMFG","GeneCards"
"GOLT1B","GeneCards"
"HS3ST4","GeneCards"
"IGKV2-29","GeneCards"
"IGSF6","GeneCards"
"ITLN2","GeneCards"
"KIR2DS2","GeneCards"
"KIR3DL3","GeneCards"
"KLHL11","GeneCards"
"KRT27","GeneCards"
"LGSN","GeneCards"
"LOC111674475","GeneCards"
"LONRF1","GeneCards"
"MAGEA1","GeneCards"
"MAGEA11","GeneCards"
"MIR1296","GeneCards"
"MIR194-1","GeneCards"
"MIR29B2CHG","GeneCards"
"MIR376C","GeneCards"
"MIR4286","GeneCards"
"MIR769","GeneCards"
"MIR939","GeneCards"
"NAA16","GeneCards"
"NRSN1","GeneCards"
"OR11A1","GeneCards"
"OR1E2","GeneCards"
"OR1F1","GeneCards"
"OR1G1","GeneCards"
"OR4X2","GeneCards"
"OR6C4","GeneCards"
"OR7D2","GeneCards"
"OR9Q1","GeneCards"
"PABPC5","GeneCards"
"PARPBP","GeneCards"
"PCDHB16","GeneCards"
"PPP1R11","GeneCards"
"PRH1","GeneCards"
"RARRES1","GeneCards"
"RGP1","GeneCards"
"RGSL1","GeneCards"
"RNASE7","GeneCards"
"RNF183","GeneCards"
"RNF24","GeneCards"
"RTL1","GeneCards"
"RUFY4","GeneCards"
"SCIMP","GeneCards"
"SH2D1B","GeneCards"
"SH3BGRL","GeneCards"
"SLC16A14","GeneCards"
"SLC35G1","GeneCards"
"SMYD5","GeneCards"
"SPRY3","GeneCards"
"SRRM4","GeneCards"
"STK32C","GeneCards"
"SVBP","GeneCards"
"SYT16","GeneCards"
"TAAR6","GeneCards"
"TAS2R13","GeneCards"
"TAS2R3","GeneCards"
"TBCEL","GeneCards"
"TESMIN","GeneCards"
"TIMM8B","GeneCards"
"TMEM161B","GeneCards"
"TOMM34","GeneCards"
"TRMT10B","GeneCards"
"UBLCP1","GeneCards"
"UBXN10","GeneCards"
"UNC50","GeneCards"
"UNCX","GeneCards"
"WFDC1","GeneCards"
"XRRA1","GeneCards"
"ZBTB34","GeneCards"
"ZDHHC18","GeneCards"
"ZFAND1","GeneCards"
"ZMAT5","GeneCards"
"ZNF17","GeneCards"
"ZNF18","GeneCards"
"ZNF282","GeneCards"
"ZNF337","GeneCards"
"ZNF439","GeneCards"
"ZNF597","GeneCards"
"ZNF607","GeneCards"
"ZNF621","GeneCards"
"ZNF658","GeneCards"
"ZNF674","GeneCards"
"ZNF697","GeneCards"
"ZNF713","GeneCards"
"ZNF721","GeneCards"
"ZNF84","GeneCards"
"ZSCAN26","GeneCards"
"ZSCAN31","GeneCards"
"ZSWIM2","GeneCards"
"ANKMY1","GeneCards"
"ANKS4B","GeneCards"
"ASB15","GeneCards"
"ASB17","GeneCards"
"ASNSD1","GeneCards"
"ATXN3L","GeneCards"
"BTN2A3P","GeneCards"
"CCNDBP1","GeneCards"
"CDY1","GeneCards"
"CEACAM21","GeneCards"
"CMTM5","GeneCards"
"CMTM8","GeneCards"
"COQ10B","GeneCards"
"CRNN","GeneCards"
"CYP4Z1","GeneCards"
"DENND2D","GeneCards"
"DIRC1","GeneCards"
"DTWD2","GeneCards"
"EGFL8","GeneCards"
"EML5","GeneCards"
"EP400P1","GeneCards"
"EPYC","GeneCards"
"ERAS","GeneCards"
"FAIM","GeneCards"
"FATE1","GeneCards"
"FHAD1","GeneCards"
"FKBP11","GeneCards"
"FTX","GeneCards"
"GGNBP1","GeneCards"
"GSG1L","GeneCards"
"HDGFL3","GeneCards"
"HRK","GeneCards"
"ISX","GeneCards"
"KRT33A","GeneCards"
"KRT33B","GeneCards"
"KRT79","GeneCards"
"LAD1","GeneCards"
"LINC00052","GeneCards"
"LOC126862578","GeneCards"
"LRRC55","GeneCards"
"LUZP4","GeneCards"
"MAGEC1","GeneCards"
"MIR196B","GeneCards"
"MIRLET7F2","GeneCards"
"MOGAT1","GeneCards"
"MRPL41","GeneCards"
"MRPL55","GeneCards"
"MRPS24","GeneCards"
"MTX3","GeneCards"
"MUCL3","GeneCards"
"MYL5","GeneCards"
"MYOZ3","GeneCards"
"NOL12","GeneCards"
"NOL7","GeneCards"
"NSUN5P1","GeneCards"
"NUDT10","GeneCards"
"OIT3","GeneCards"
"OR10J1","GeneCards"
"OR10K1","GeneCards"
"OR12D3","GeneCards"
"OR2W5","GeneCards"
"OR3A1","GeneCards"
"OR51I2","GeneCards"
"OR52M1","GeneCards"
"OR6B1","GeneCards"
"OR6B3","GeneCards"
"PCDH20","GeneCards"
"PCDHAC1","GeneCards"
"PCDHB3","GeneCards"
"PCMTD1","GeneCards"
"PCMTD2","GeneCards"
"PEDS1","GeneCards"
"PGBD5","GeneCards"
"PLAC4","GeneCards"
"PLEKHA6","GeneCards"
"PPP1R14C","GeneCards"
"PRLH","GeneCards"
"PROM2","GeneCards"
"PSORS1C1","GeneCards"
"PTPDC1","GeneCards"
"RAB42","GeneCards"
"RANBP3L","GeneCards"
"RASL11A","GeneCards"
"RGS7BP","GeneCards"
"RHBDL3","GeneCards"
"RN7SL3","GeneCards"
"RTBDN","GeneCards"
"RTP2","GeneCards"
"S100A5","GeneCards"
"SEC14L4","GeneCards"
"SERTAD1","GeneCards"
"SH2D4A","GeneCards"
"SHF","GeneCards"
"SIDT1","GeneCards"
"SPX","GeneCards"
"STOML3","GeneCards"
"TAS2R39","GeneCards"
"TAS2R50","GeneCards"
"TCL1B","GeneCards"
"TFAP2E","GeneCards"
"TMCC2","GeneCards"
"TMEFF1","GeneCards"
"TMEM102","GeneCards"
"TROAP","GeneCards"
"TSNAXIP1","GeneCards"
"TXNDC16","GeneCards"
"VWA5A","GeneCards"
"WDR17","GeneCards"
"WFIKKN2","GeneCards"
"ZC3H10","GeneCards"
"ZCCHC9","GeneCards"
"ZDHHC23","GeneCards"
"ZG16","GeneCards"
"ZNF154","GeneCards"
"ZNF227","GeneCards"
"ZNF248","GeneCards"
"ZNF257","GeneCards"
"ZNF548","GeneCards"
"ZNF585B","GeneCards"
"ZNF613","GeneCards"
"ZNF662","GeneCards"
"ZNF702P","GeneCards"
"ZNF706","GeneCards"
"ZNF75A","GeneCards"
"ZNF75D","GeneCards"
"ZNF83","GeneCards"
"ZNG1B","GeneCards"
"ZSCAN12","GeneCards"
"ACYP1","GeneCards"
"ADPRH","GeneCards"
"ANKFN1","GeneCards"
"ANKRD13C","GeneCards"
"ANKRD49","GeneCards"
"ANP32CP","GeneCards"
"ASB5","GeneCards"
"ASTE1","GeneCards"
"BHLHE22","GeneCards"
"BRINP2","GeneCards"
"BTBD7","GeneCards"
"CCDC125","GeneCards"
"CCDC32","GeneCards"
"CCDC42","GeneCards"
"CELA3A","GeneCards"
"CENATAC","GeneCards"
"CEP170P1","GeneCards"
"CES5A","GeneCards"
"CLIP4","GeneCards"
"COX7B2","GeneCards"
"CSN3","GeneCards"
"CYLC1","GeneCards"
"DCUN1D3","GeneCards"
"ELMOD1","GeneCards"
"EPM2AIP1","GeneCards"
"EVX2","GeneCards"
"FBXL8","GeneCards"
"FSCN3","GeneCards"
"FUNDC2","GeneCards"
"GAB3","GeneCards"
"GCNT4","GeneCards"
"GML","GeneCards"
"GOLGA8A","GeneCards"
"GOT1L1","GeneCards"
"GPR141","GeneCards"
"GPRIN3","GeneCards"
"HCG9","GeneCards"
"HDHD2","GeneCards"
"HOTAIRM1","GeneCards"
"HYI","GeneCards"
"IGSF21","GeneCards"
"IPP","GeneCards"
"IRGQ","GeneCards"
"ITGB1BP2","GeneCards"
"LGI2","GeneCards"
"LRRC52","GeneCards"
"LY6G6C","GeneCards"
"LYZL4","GeneCards"
"MAGEA10","GeneCards"
"MAP7D1","GeneCards"
"MARCHF4","GeneCards"
"METTL2A","GeneCards"
"MIR1246","GeneCards"
"MIR4505","GeneCards"
"MIR584","GeneCards"
"MIR659","GeneCards"
"MIR7-2","GeneCards"
"MIR7-3","GeneCards"
"MOB3B","GeneCards"
"MRPL27","GeneCards"
"NCKAP5","GeneCards"
"NECAB1","GeneCards"
"NFKBID","GeneCards"
"NUDT11","GeneCards"
"NXT2","GeneCards"
"OR10G4","GeneCards"
"OR10H1","GeneCards"
"OR12D2","GeneCards"
"OR13A1","GeneCards"
"OR13C5","GeneCards"
"OR1J2","GeneCards"
"OR2J2","GeneCards"
"OR4C16","GeneCards"
"OR4C3","GeneCards"
"OR4D6","GeneCards"
"OR4L1","GeneCards"
"OR4N2","GeneCards"
"OR51Q1","GeneCards"
"OR51V1","GeneCards"
"OR6N1","GeneCards"
"OR7A10","GeneCards"
"OXCT2","GeneCards"
"PALMD","GeneCards"
"PCDH11Y","GeneCards"
"PDAP1","GeneCards"
"PDZRN4","GeneCards"
"PKIB","GeneCards"
"PLA2G12B","GeneCards"
"PMCHL2","GeneCards"
"PNMA2","GeneCards"
"POPDC3","GeneCards"
"PPIL6","GeneCards"
"PSME3IP1","GeneCards"
"RBM34","GeneCards"
"RIMS4","GeneCards"
"RNF133","GeneCards"
"S100PBP","GeneCards"
"SCML4","GeneCards"
"SERPINB11","GeneCards"
"SLC2A9-AS1","GeneCards"
"SLC60A1","GeneCards"
"SNORD117","GeneCards"
"SNURF","GeneCards"
"SPTY2D1","GeneCards"
"STATH","GeneCards"
"SYCE3","GeneCards"
"TAAR2","GeneCards"
"TAAR9","GeneCards"
"TAS2R19","GeneCards"
"TAS2R40","GeneCards"
"TBC1D9","GeneCards"
"TCL6","GeneCards"
"TDH","GeneCards"
"TFDP3","GeneCards"
"THAP3","GeneCards"
"THYN1","GeneCards"
"TM4SF20","GeneCards"
"TPSD1","GeneCards"
"TRBC1","GeneCards"
"TRMT13","GeneCards"
"TSPAN10","GeneCards"
"TTLL2","GeneCards"
"VN1R1","GeneCards"
"WDR87","GeneCards"
"ZC3H12B","GeneCards"
"ZCCHC2","GeneCards"
"ZNF43","GeneCards"
"ZNF48","GeneCards"
"ZNF542P","GeneCards"
"ZNF615","GeneCards"
"ZNF658B","GeneCards"
"ZNF670","GeneCards"
"ZNF691","GeneCards"
"ZNF701","GeneCards"
"ANKRD30A","GeneCards"
"ANKRD45","GeneCards"
"ASB16-AS1","GeneCards"
"BOLA1","GeneCards"
"BPIFB2","GeneCards"
"CBLL2","GeneCards"
"CBLN4","GeneCards"
"CCNJ","GeneCards"
"CCNJL","GeneCards"
"CEACAM20","GeneCards"
"CFAP263","GeneCards"
"CHURC1","GeneCards"
"COX8C","GeneCards"
"CPNE9","GeneCards"
"CTTNBP2NL","GeneCards"
"DENND2C","GeneCards"
"DNASE2B","GeneCards"
"DPY19L4","GeneCards"
"FAM9B","GeneCards"
"FER1L4","GeneCards"
"FNDC4","GeneCards"
"GLCCI1","GeneCards"
"GPHB5","GeneCards"
"INHBC","GeneCards"
"IPW","GeneCards"
"KCNRG","GeneCards"
"KLHL14","GeneCards"
"KPRP","GeneCards"
"KRT32","GeneCards"
"KRT37","GeneCards"
"LEMD1","GeneCards"
"LMF1-AS1","GeneCards"
"MACC1","GeneCards"
"MAGEA6","GeneCards"
"MIR1180","GeneCards"
"MIR1262","GeneCards"
"MIR449C","GeneCards"
"MIR6797","GeneCards"
"MSGN1","GeneCards"
"MT-TI","GeneCards"
"NENF","GeneCards"
"NRIP2","GeneCards"
"NUP210L","GeneCards"
"OFCC1","GeneCards"
"OLFML3","GeneCards"
"OR10H5","GeneCards"
"OR10P1","GeneCards"
"OR10Z1","GeneCards"
"OR13C4","GeneCards"
"OR1A2","GeneCards"
"OR52B2","GeneCards"
"OR56A1","GeneCards"
"OR5L1","GeneCards"
"OR9G1","GeneCards"
"PCDHB6","GeneCards"
"PCDHB9","GeneCards"
"PLEKHH1","GeneCards"
"PPP1R2P1","GeneCards"
"PPP4R1L","GeneCards"
"QRFP","GeneCards"
"RGPD5","GeneCards"
"RHOXF1","GeneCards"
"RIMKLA","GeneCards"
"RNF186","GeneCards"
"RRP15","GeneCards"
"RSC1A1","GeneCards"
"SAMD14","GeneCards"
"SBSN","GeneCards"
"SEC14L5","GeneCards"
"SERTAD3","GeneCards"
"SH3D21","GeneCards"
"SLC10A3","GeneCards"
"SNORA53","GeneCards"
"SNORD22","GeneCards"
"SPAG7","GeneCards"
"SPINK7","GeneCards"
"SYPL2","GeneCards"
"TAAR8","GeneCards"
"TAFA2","GeneCards"
"TARM1","GeneCards"
"TIPRL","GeneCards"
"TM6SF1","GeneCards"
"TMEM132D","GeneCards"
"TMEM170A","GeneCards"
"TMEM208","GeneCards"
"TMEM9B","GeneCards"
"TNP1","GeneCards"
"TNP2","GeneCards"
"TPRX1","GeneCards"
"UNC93A","GeneCards"
"VSIG1","GeneCards"
"VSIG2","GeneCards"
"VWC2","GeneCards"
"WDR27","GeneCards"
"WDR55","GeneCards"
"ZNF177","GeneCards"
"ZNF182","GeneCards"
"ZNF229","GeneCards"
"ZNF322","GeneCards"
"ZNF579","GeneCards"
"ZNF610","GeneCards"
"ZNF624","GeneCards"
"ZNF70","GeneCards"
"ABRA","GeneCards"
"AMTN","GeneCards"
"ANKMY2","GeneCards"
"ART5","GeneCards"
"B3GNT6","GeneCards"
"CCDC26","GeneCards"
"CCDC63","GeneCards"
"CDC14C","GeneCards"
"CES1P1","GeneCards"
"CLDN20","GeneCards"
"CMTM7","GeneCards"
"CNTD1","GeneCards"
"CPLX4","GeneCards"
"CRYGA","GeneCards"
"CST11","GeneCards"
"CST8","GeneCards"
"DGAT2L6","GeneCards"
"EIF1B","GeneCards"
"ERP27","GeneCards"
"FAM215A","GeneCards"
"FAM3B","GeneCards"
"FBXO46","GeneCards"
"FSD1L","GeneCards"
"GAL3ST2","GeneCards"
"GRTP1","GeneCards"
"HEATR6","GeneCards"
"HERPUD2","GeneCards"
"IER2","GeneCards"
"INSL5","GeneCards"
"KLHL29","GeneCards"
"LBX2","GeneCards"
"LINC00336","GeneCards"
"LINC00523","GeneCards"
"LINC01004","GeneCards"
"LINC01600","GeneCards"
"LRRN2","GeneCards"
"LYPD5","GeneCards"
"LYSMD3","GeneCards"
"LYZL1","GeneCards"
"MDP1","GeneCards"
"MFSD11","GeneCards"
"MIR1183","GeneCards"
"MIR1538","GeneCards"
"MIR3912","GeneCards"
"MIR6086","GeneCards"
"MIR802","GeneCards"
"MIR944","GeneCards"
"MORN3","GeneCards"
"MS4A14","GeneCards"
"NAP1L2","GeneCards"
"NOTO","GeneCards"
"OR10A5","GeneCards"
"OR2A5","GeneCards"
"OR2V2","GeneCards"
"OR4A15","GeneCards"
"OR51B6","GeneCards"
"OR51G1","GeneCards"
"OR52E6","GeneCards"
"OR52N5","GeneCards"
"OR56A3","GeneCards"
"OR5AN1","GeneCards"
"OR5AS1","GeneCards"
"OR6K6","GeneCards"
"OR8B8","GeneCards"
"OR8G1","GeneCards"
"PAPOLB","GeneCards"
"PCSK1N","GeneCards"
"PRNT","GeneCards"
"RASSF4","GeneCards"
"RBM12B","GeneCards"
"RNASE10","GeneCards"
"SAMD7","GeneCards"
"SAP30L-AS1","GeneCards"
"SBSPON","GeneCards"
"SCFD2","GeneCards"
"SERF1A","GeneCards"
"SLAMF9","GeneCards"
"SLC16A13","GeneCards"
"SNN","GeneCards"
"SPATA19","GeneCards"
"SPMAP2","GeneCards"
"SPRR1A","GeneCards"
"SPRR1B","GeneCards"
"SURF2","GeneCards"
"SVOP","GeneCards"
"SYT15","GeneCards"
"TAL2","GeneCards"
"TGIF2LX","GeneCards"
"TIGD7","GeneCards"
"TMC7","GeneCards"
"TMEM151A","GeneCards"
"TMEM185A","GeneCards"
"TMEM196","GeneCards"
"TRAPPC3L","GeneCards"
"TRIM43","GeneCards"
"TSPAN3","GeneCards"
"ZBTB39","GeneCards"
"ZBTB44","GeneCards"
"ZFAND3","GeneCards"
"ZMYND12","GeneCards"
"ZNF230","GeneCards"
"ZNF479","GeneCards"
"ZNF572","GeneCards"
"ZNF614","GeneCards"
"BPESC1","GeneCards"
"C21orf91-OT1","GeneCards"
"CDKL4","GeneCards"
"CEBPA-DT","GeneCards"
"CPO","GeneCards"
"CPS1-IT1","GeneCards"
"CST5","GeneCards"
"CTAG1B","GeneCards"
"DEFB124","GeneCards"
"DIRC3","GeneCards"
"DLGAP1-AS2","GeneCards"
"EEIG1","GeneCards"
"EMC3-AS1","GeneCards"
"F8A1","GeneCards"
"FMC1","GeneCards"
"GPR180","GeneCards"
"HCG27","GeneCards"
"HHIP-AS1","GeneCards"
"HOXC-AS3","GeneCards"
"INSM2","GeneCards"
"ISOC1","GeneCards"
"KIAA1755","GeneCards"
"KLF3-AS1","GeneCards"
"LHFPL3","GeneCards"
"LIMS3","GeneCards"
"LINC00312","GeneCards"
"LINC00520","GeneCards"
"LINC00648","GeneCards"
"LINC00964","GeneCards"
"LINC01094","GeneCards"
"LINC01428","GeneCards"
"LINC01512","GeneCards"
"LINC02899","GeneCards"
"LINC02912","GeneCards"
"LNCARSR","GeneCards"
"LNCNEF","GeneCards"
"LNCOC1","GeneCards"
