"gene","log2FC","pvalue","padj"
"Ncs1",-0.0977246000243581,0.05,0.05
"Hmcn2",-1.81578945580303,0.05,0.05
"Ass1",-0.336356529161101,0.05,0.05
"Fubp3",0.0456830424684105,0.05,0.05
"Exosc2",0.129836985204294,0.05,0.05
"Abl1",0.504848850448066,0.05,0.05
"Qrfp",0.328658309416725,0.05,0.05
"Aif1l",-0.483829784184147,0.05,0.05
"Nup214",0.244127771964012,0.05,0.05
"Gm13608",0.230864515648155,0.05,0.05
"Fam78a",0.59977892952221,0.05,0.05
"Plpp7",0.281037268452735,0.05,0.05
"Prrc2b",0.176103760760713,0.05,0.05
"Gm13610",-0.0278679176088979,0.05,0.05
"Pomt1",0.393196971919021,0.05,0.05
"Uck1",-0.241147852539158,0.05,0.05
"Gm13611",-0.464609855811766,0.05,0.05
"Swi5",-0.24154029696049,0.05,0.05
"Golga2",0.25910800665596,0.05,0.05
"Dnm1",0.426184491566901,0.05,0.05
"Ciz1",0.381968434250156,0.05,0.05
"1110008P14Rik",-0.858706021594483,0.05,0.05
"Lcn2",-5.0577209080529,0.05,0.05
"Ptges2",0.0977033602123027,0.05,0.05
"Gm13413",-0.330516159009065,0.05,0.05
"Slc25a25",-0.154074656804644,0.05,0.05
"Naif1",0.300847726888206,0.05,0.05
"Fam102a",-0.555683934797271,0.05,0.05
"Dpm2",-0.13202117550154,0.05,0.05
"St6galnac4",0.488631122169584,0.05,0.05
"St6galnac6",0.35097475343252,0.05,0.05
"Ak1",-0.780759692262078,0.05,0.05
"Eng",-1.39123700343994,0.05,0.05
"Fpgs",-0.0732645857481633,0.05,0.05
"Cdk9",0.0252769499170098,0.05,0.05
"Sh2d3c",-1.65027902718475,0.05,0.05
"Ttc16",0.121338215556377,0.05,0.05
"Tor2a",-0.0231089082378917,0.05,0.05
"Ptrh1",-0.094621338403158,0.05,0.05
"Stxbp1",0.291119444059313,0.05,0.05
"Gm13524",0.116878558142382,0.05,0.05
"Fam129b",-0.450614073778723,0.05,0.05
"Lrsam1",0.0720032767048377,0.05,0.05
"Rpl12",-0.216378740704346,0.05,0.05
"Slc2a8",0.214992318381094,0.05,0.05
"Garnl3",-0.45535584807786,0.05,0.05
"Gm38299",0.192782085611833,0.05,0.05
"Ralgps1",0.135627780033876,0.05,0.05
"Angptl2",-1.39663042395763,0.05,0.05
"Zbtb34",0.118852474043906,0.05,0.05
"Zbtb43",0.226636941111598,0.05,0.05
"Mvb12b",-0.242372381150132,0.05,0.05
"Pbx3",0.769023673393274,0.05,0.05
"Mapkap1",0.0604791316309852,0.05,0.05
"Gm13408",0.504589198878633,0.05,0.05
"Gapvd1",0.507876932216221,0.05,0.05
"Hspa5",-0.227161276524237,0.05,0.05
"Rabepk",-0.0291939454068459,0.05,0.05
"Fbxw2",-0.258580711932237,0.05,0.05
"Psmd5",-0.21507705952171,0.05,0.05
"Phf19",0.115334431156767,0.05,0.05
"Traf1",0.656222656302463,0.05,0.05
"AI182371",-0.14707377449395,0.05,0.05
"Cntrl",0.129093690453633,0.05,0.05
"Rab14",-0.049388790792392,0.05,0.05
"Gsn",-2.29436091730889,0.05,0.05
"Gm43128",0.179233775292193,0.05,0.05
"Stom",0.497218149039479,0.05,0.05
"Gm13443",-0.0446890781084202,0.05,0.05
"Ggta1",-0.934047759239333,0.05,0.05
"Gm43761",0.305328508735989,0.05,0.05
"Dab2ip",-2.56247785566158,0.05,0.05
"Ndufa8",-0.65999948834123,0.05,0.05
"Lhx6",-1.09348185165522,0.05,0.05
"Rbm18",-0.22897310218473,0.05,0.05
"Mrrf",-0.409049841109649,0.05,0.05
"Gm13428",0.476483739232309,0.05,0.05
"Gm13431",-0.276375567444535,0.05,0.05
"Ptgs1",0.286505048782387,0.05,0.05
"Gm43621",-0.0385662680964804,0.05,0.05
"Gm13436",-0.561811172233416,0.05,0.05
"Pdcl",0.0184816282070335,0.05,0.05
"Rc3h2",0.0683740371215524,0.05,0.05
"Zbtb6",0.242382072370902,0.05,0.05
"Zbtb26",-0.107849504818181,0.05,0.05
"Rabgap1",0.172144633471848,0.05,0.05
"Strbp",0.207983644153193,0.05,0.05
"Gm17893",0.102268406940172,0.05,0.05
"Gpr21",0.49761432707318,0.05,0.05
"Dennd1a",0.727648971351498,0.05,0.05
"Gm44283",1.34210017109018,0.05,0.05
"Gm44443",0.196071111826848,0.05,0.05
"Gm44291",1.63998368513691,0.05,0.05
"Nek6",0.364924335263861,0.05,0.05
"Psmb7",-0.058593911005965,0.05,0.05
"Gm13586",0.417536516454,0.05,0.05
"Nr6a1",0.0532012239315889,0.05,0.05
"Gm44144",0.389004940353584,0.05,0.05
"5730507A11Rik",0.641293552789069,0.05,0.05
"Olfml2a",-0.248103237028624,0.05,0.05
"Gm13496",-0.0714633686687787,0.05,0.05
"Wdr38",-0.334463004915912,0.05,0.05
"Rpl35",0.310964974310936,0.05,0.05
"Arpc5l",-0.182638915359258,0.05,0.05
"Golga1",-0.0394375883186466,0.05,0.05
"Scai",0.324926366970805,0.05,0.05
"Gm16523",0.696574831954025,0.05,0.05
"Gm44027",0.482231819412734,0.05,0.05
"Ppp6c",-0.225606677831142,0.05,0.05
"Gm13453",-0.262581131384949,0.05,0.05
"Gm13456",0.0964484320041621,0.05,0.05
"Kynu",0.655174813473998,0.05,0.05
"Arhgap15",0.9783081479206,0.05,0.05
"Gtdc1",0.35355268821831,0.05,0.05
"Zeb2",1.32102660855446,0.05,0.05
"Zeb2os",0.0213802392020082,0.05,0.05
"Vis1",0.428251695814207,0.05,0.05
"Gm13479",1.17656353906699,0.05,0.05
"Gm13470",-0.130161612520095,0.05,0.05
"Acvr2a",-0.156378911449744,0.05,0.05
"Orc4",0.0657501266780773,0.05,0.05
"Mbd5",0.395110637168719,0.05,0.05
"Gm13509",0.211771169551269,0.05,0.05
"Epc2",-0.0139378159236578,0.05,0.05
"Kif5c",0.100433134831159,0.05,0.05
"Lypd6b",-0.168684098345542,0.05,0.05
"Mmadhc",-0.303836153639239,0.05,0.05
"Gm13483",0.232263844125282,0.05,0.05
"Gm48908",0.00053244887716826,0.05,0.05
"Rnd3",0.998622630015429,0.05,0.05
"Rbm43",0.0784668219185161,0.05,0.05
"Nmi",-0.0732642664753591,0.05,0.05
"Tnfaip6",-2.35832491445866,0.05,0.05
"Rif1",0.350976494045381,0.05,0.05
"Neb",-0.652520304835553,0.05,0.05
"Arl5a",0.0054163968956038,0.05,0.05
"A430018G15Rik",-0.339547833924544,0.05,0.05
"Cacnb4",0.0637288655874306,0.05,0.05
"Stam2",0.118959219708846,0.05,0.05
"Fmnl2",-0.309093312641253,0.05,0.05
"Prpf40a",0.225512403014911,0.05,0.05
"Arl6ip6",-0.247719968288126,0.05,0.05
"Gm13502",-0.0362415808829697,0.05,0.05
"Nr4a2",1.57361071031779,0.05,0.05
"A930012O16Rik",0.0918231846262276,0.05,0.05
"Gpd2",-0.201039546994126,0.05,0.05
"Gm13535",0.424040199671466,0.05,0.05
"Cytip",0.481419943799292,0.05,0.05
"Acvr1",0.0231864754360385,0.05,0.05
"Upp2",-0.0140564230269615,0.05,0.05
"Ccdc148",-0.756572805682428,0.05,0.05
"Pkp4",-0.78960640999872,0.05,0.05
"Dapl1",-0.40801403350543,0.05,0.05
"Tanc1",-2.18037337336707,0.05,0.05
"Wdsub1",0.236382647546636,0.05,0.05
"Baz2b",0.41901146431789,0.05,0.05
"Gm13570",0.539688610590877,0.05,0.05
"Gm13620",-0.0236561776366404,0.05,0.05
"March7",0.175083633700087,0.05,0.05
"Cd302",-0.375862547645739,0.05,0.05
"Gm13573",0.367614087225107,0.05,0.05
"Ly75",-0.965211108263912,0.05,0.05
"Pla2r1",-0.875171969235377,0.05,0.05
"Rbms1",0.0481403550509159,0.05,0.05
"Tank",0.595174431505519,0.05,0.05
"Psmd14",-0.0151613725954087,0.05,0.05
"Tbr1",0.107781599367223,0.05,0.05
"Dpp4",0.032856008428741,0.05,0.05
"Fap",-0.0365701779256802,0.05,0.05
"Ifih1",0.382949110357953,0.05,0.05
"Gca",-1.0584161678774,0.05,0.05
"Fign",-0.559063458122205,0.05,0.05
"Grb14",-0.53749701835608,0.05,0.05
"Cobll1",-0.159716327167479,0.05,0.05
"Gm13594",0.0760084188040966,0.05,0.05
"Slc38a11",-0.394694242168134,0.05,0.05
"Galnt3",-0.069737549304244,0.05,0.05
"Ttc21b",0.305921331368954,0.05,0.05
"Scn7a",-3.13182757276165,0.05,0.05
"Xirp2",0.455367538563325,0.05,0.05
"B3galt1",-0.575219263915408,0.05,0.05
"Stk39",-0.45016979821768,0.05,0.05
"Cers6",0.789031839716547,0.05,0.05
"Gm37159",0.52128332017451,0.05,0.05
"Gm38236",0.294810684722727,0.05,0.05
"Gm37651",0.620999855254551,0.05,0.05
"Gm37747",1.00362485683918,0.05,0.05
"Gm37666",1.17086561325732,0.05,0.05
"Gm38377",1.08295524785108,0.05,0.05
"Nostrin",-0.453928652026307,0.05,0.05
"Spc25",0.467955069320865,0.05,0.05
"Dhrs9",-2.2224245576668,0.05,0.05
"Bbs5",-0.412904904740446,0.05,0.05
"Klhl41",-0.000729781578301336,0.05,0.05
"Fastkd1",0.0152435571219787,0.05,0.05
"Ppig",0.0976774633890374,0.05,0.05
"Gm13622",0.30118889518388,0.05,0.05
"Ccdc173",0.458623286026959,0.05,0.05
"Gm13623",-0.0206065358552478,0.05,0.05
"Phospho2",0.0855438194243909,0.05,0.05
"Klhl23",-0.424525954048649,0.05,0.05
"Ssb",0.0857522271511781,0.05,0.05
"Mettl5",-0.0425696030003264,0.05,0.05
"Gm13625",0.115261241456708,0.05,0.05
"Mettl5os",-0.0696383717098445,0.05,0.05
"Ubr3",0.330809269055176,0.05,0.05
"Rpl9-ps7",-0.0225658394029185,0.05,0.05
"Gorasp2",-0.092058213639163,0.05,0.05
"Tlk1",0.00888023838442109,0.05,0.05
"Mettl8",0.0810150425368703,0.05,0.05
"Dcaf17",0.429321453940886,0.05,0.05
"Cybrd1",-0.358932273352242,0.05,0.05
"Dync1i2",0.373559182718946,0.05,0.05
"Slc25a12",-0.0300847435823473,0.05,0.05
"Gm13641",0.0117922632125972,0.05,0.05
"Hat1",-0.178530406625464,0.05,0.05
"Metap1d",0.236132119209579,0.05,0.05
"Itga6",-1.01042076552165,0.05,0.05
"Pdk1",0.163807264329102,0.05,0.05
"Rapgef4",-1.14707754448811,0.05,0.05
"Map3k20",0.152097369516001,0.05,0.05
"Rpl36a-ps4",0.132431798902851,0.05,0.05
"Cdca7",-0.905230112085905,0.05,0.05
"Sp3",-0.00630666259731605,0.05,0.05
"Sp3os",0.0226846049319613,0.05,0.05
"Ola1",-0.258959594767122,0.05,0.05
"Gm13665",0.395129949782536,0.05,0.05
"Cir1",0.221450599766091,0.05,0.05
"Scrn3",0.00681551823428261,0.05,0.05
"Gpr155",0.988247475395033,0.05,0.05
"D230022J07Rik",0.267999204267729,0.05,0.05
"Wipf1",0.479035937526447,0.05,0.05
"Chrna1os",-0.453619986147059,0.05,0.05
"Chn1",-0.924339005264023,0.05,0.05
"Atf2",0.094464829494199,0.05,0.05
"Atp5g3",-0.613030939845745,0.05,0.05
"Lnpk",0.338545353034689,0.05,0.05
"Mrpl23-ps1",-0.5366656239054,0.05,0.05
"Mtx2",-0.266827829100882,0.05,0.05
"Gm14425",-0.0134444990455425,0.05,0.05
"Rps6-ps4",-0.213573687288287,0.05,0.05
"Gm13653",-0.274693396279236,0.05,0.05
"Hnrnpa3",0.207280318333764,0.05,0.05
"Nfe2l2",0.498204923064874,0.05,0.05
"E030042O20Rik",0.436976902099806,0.05,0.05
"Gm13657",0.383221664523264,0.05,0.05
"Agps",0.140822972444404,0.05,0.05
"Ttc30b",-0.346172081612907,0.05,0.05
"Ttc30a2",-0.0457174393381217,0.05,0.05
"Ttc30a1",0.0180022284184733,0.05,0.05
"Rbm45",-0.603897456245524,0.05,0.05
"Osbpl6",-0.296359922085551,0.05,0.05
"Prkra",-0.295147964326695,0.05,0.05
"Pjvk",0.0400695512448766,0.05,0.05
"Fkbp7",-1.05424094595456,0.05,0.05
"Plekha3",-0.767814992998789,0.05,0.05
"Ttn",0.134480054229496,0.05,0.05
"Ccdc141",0.166976989789276,0.05,0.05
"Sestd1",0.467281070418115,0.05,0.05
"Gm13650",0.121823903922155,0.05,0.05
"Cwc22",0.20811746758484,0.05,0.05
"Ube2e3",-0.020193239295204,0.05,0.05
"Itga4",0.765371288417294,0.05,0.05
"Cerkl",-0.0967022975461109,0.05,0.05
"Itprid2",0.0077165137378028,0.05,0.05
"Pde1a",-1.81469770618704,0.05,0.05
"Dnajc10",-0.270620678413935,0.05,0.05
"Frzb",-1.27168097028245,0.05,0.05
"Nckap1",-2.14882954558204,0.05,0.05
"Gm13689",-0.307902294746028,0.05,0.05
"Dusp19",-0.549537827001574,0.05,0.05
"Nup35",-0.328625503487614,0.05,0.05
"Gm13680",0.279107967135421,0.05,0.05
"Zc3h15",-0.116218886178886,0.05,0.05
"Itgav",0.307860836470008,0.05,0.05
"Gm13684",0.307677860637491,0.05,0.05
"Fam171b",-0.754636658436633,0.05,0.05
"Calcrl",-0.665710681687648,0.05,0.05
"Tfpi",-0.061864784386219,0.05,0.05
"Gm13710",-0.354993117857078,0.05,0.05
"Ctnnd1",0.0375846543875831,0.05,0.05
"Selenoh",-0.493823607922568,0.05,0.05
"Tmx2",0.0497342837131418,0.05,0.05
"Med19",-0.498358399950271,0.05,0.05
"Zdhhc5",0.0182735317787976,0.05,0.05
"Clp1",0.171076530908824,0.05,0.05
"Serping1",-3.38747057232824,0.05,0.05
"Ube2l6",-0.27382220345321,0.05,0.05
"Timm10",-0.215357200585413,0.05,0.05
"Slc43a1",-1.34163838901504,0.05,0.05
"Slc43a3",-2.80217381160633,0.05,0.05
"Ssrp1",0.0969596369311416,0.05,0.05
"Tnks1bp1",-0.515452605764508,0.05,0.05
"Aplnr",0.084297011737307,0.05,0.05
"Gm13713",0.282891965840397,0.05,0.05
"Lrrc55",0.100025245878755,0.05,0.05
"Olfr1029",0.134043567749078,0.05,0.05
"Olfr1033",-1.07416440847179,0.05,0.05
"Olfr1034",-0.280475782615079,0.05,0.05
"Olfr1124",0.264875540269558,0.05,0.05
"Olfr1259",0.0252113441202359,0.05,0.05
"Ptprj",0.769680629623947,0.05,0.05
"4933423P22Rik",1.02298930527409,0.05,0.05
"Nup160",0.179935565478876,0.05,0.05
"Fnbp4",0.0660587785334856,0.05,0.05
"Agbl2",-0.026677104912194,0.05,0.05
"Mtch2",-0.0742774580410366,0.05,0.05
"C1qtnf4",-0.516635091575632,0.05,0.05
"Ndufs3",-0.405370687101585,0.05,0.05
"Kbtbd4",-0.0208491240547746,0.05,0.05
"Ptpmt1",-0.218374693951771,0.05,0.05
"Celf1",0.387217772581963,0.05,0.05
"Rapsn",-0.53637870723726,0.05,0.05
"Gm13778",0.18414184071397,0.05,0.05
"Psmc3",0.154867008282094,0.05,0.05
"Slc39a13",0.0104762794024689,0.05,0.05
"Spi1",0.136073589289303,0.05,0.05
"Mybpc3",0.75610538980734,0.05,0.05
"Madd",0.622750554364808,0.05,0.05
"Nr1h3",-0.865470606108031,0.05,0.05
"Gm13783",0.340277012511516,0.05,0.05
"Acp2",0.997169934072216,0.05,0.05
"Ddb2",-0.204881384269899,0.05,0.05
"A330069E16Rik",0.218621818880298,0.05,0.05
"Pacsin3",-0.717740042420488,0.05,0.05
"Arfgap2",0.142492153508396,0.05,0.05
"1110051M20Rik",0.135651167574295,0.05,0.05
"Gm13787",0.17840832791902,0.05,0.05
"Lrp4",-0.289494946568967,0.05,0.05
"Ckap5",0.186003028535487,0.05,0.05
"Gm13771",0.164927712384943,0.05,0.05
"Zfp408",0.239987157233785,0.05,0.05
"Arhgap1",0.13353650640426,0.05,0.05
"Atg13",-0.100606921839046,0.05,0.05
"Harbi1",0.00239527757212787,0.05,0.05
"Ambra1",0.387177852040639,0.05,0.05
"Mdk",-0.541275167902439,0.05,0.05
"Dgkz",0.594923630849924,0.05,0.05
"Creb3l1",-1.31351583448165,0.05,0.05
"Phf21a",0.515607211412542,0.05,0.05
"Gm13786",0.444274497182594,0.05,0.05
"Gm13785",1.30044891106397,0.05,0.05
"Pex16",-0.112673831998487,0.05,0.05
"1700029I15Rik",-0.0821338762137467,0.05,0.05
"Mapk8ip1",-0.653111664314672,0.05,0.05
"Cry2",-0.350775570588378,0.05,0.05
"Slc35c1",0.387600343727186,0.05,0.05
"Gm13814",0.363414601639588,0.05,0.05
"Chst1",0.102859573117995,0.05,0.05
"Prdm11",0.658119254135472,0.05,0.05
"4631405J19Rik",0.0567400437430383,0.05,0.05
"Trp53i11",-1.0666727608148,0.05,0.05
"Tspan18",-1.9044966850754,0.05,0.05
"Cd82",0.665176508237384,0.05,0.05
"Ext2",0.0806807439104835,0.05,0.05
"Accs",0.37742133153526,0.05,0.05
"Gm13889",-1.20529118696768,0.05,0.05
"Alkbh3",0.0318425479128823,0.05,0.05
"Hsd17b12",0.229931305517841,0.05,0.05
"Ttc17",0.491810603981542,0.05,0.05
"2810002D19Rik",-0.212578787856249,0.05,0.05
"Api5",-0.0328664791186721,0.05,0.05
"Gm10800",-0.326705307972436,0.05,0.05
"B230118H07Rik",-0.154054813262396,0.05,0.05
"Traf6",0.209107220799254,0.05,0.05
"Prr5l",0.658144974884914,0.05,0.05
"Commd9",0.277368218819657,0.05,0.05
"Ldlrad3",-0.180759666130021,0.05,0.05
"Gm13919",0.18259912856738,0.05,0.05
"Gm13920",0.298295143980651,0.05,0.05
"Gm13921",-0.000278144091754862,0.05,0.05
"Trim44",-0.0456646440021018,0.05,0.05
"Gm13868",0.430659916490065,0.05,0.05
"Fjx1",-1.15378205722904,0.05,0.05
"Pamr1",-0.891782714306452,0.05,0.05
"Slc1a2",-0.146684520490325,0.05,0.05
"Cd44",0.251917096308716,0.05,0.05
"Pdhx",0.247982169627228,0.05,0.05
"Apip",0.0610958814445048,0.05,0.05
"Ehf",1.02842601725481,0.05,0.05
"Cat",-0.0391247309099141,0.05,0.05
"Abtb2",-0.497255596090316,0.05,0.05
"Nat10",0.485104020531562,0.05,0.05
"Caprin1",0.0411727208668458,0.05,0.05
"Lmo2",0.555942755944816,0.05,0.05
"Fbxo3",-0.111155058703794,0.05,0.05
"Cd59b",-0.37353129139084,0.05,0.05
"Cd59a",-3.03625987949285,0.05,0.05
"Hipk3",-0.359478523397311,0.05,0.05
"Cstf3",0.079303794932124,0.05,0.05
"Tcp11l1",0.112270632404591,0.05,0.05
"Depdc7",0.275140012607427,0.05,0.05
"Qser1",0.0160983413267353,0.05,0.05
"Prrg4",-0.5165812875856,0.05,0.05
"Ccdc73",0.188141947229993,0.05,0.05
"Eif3m",-0.165204322656259,0.05,0.05
"Wt1",-1.70898244673204,0.05,0.05
"Rcn1",-1.72615073359224,0.05,0.05
"Elp4",-0.0173688388178039,0.05,0.05
"Immp1l",-0.53645932287395,0.05,0.05
"Dnajc24",0.135277030918722,0.05,0.05
"Mpped2",-0.853430953183355,0.05,0.05
"Arl14ep",0.0203355725614358,0.05,0.05
"Gm13910",-0.0199927813293915,0.05,0.05
"Mettl15",-0.173265383158483,0.05,0.05
"Kif18a",0.362678748223181,0.05,0.05
"Lin7c",-0.223384219522141,0.05,0.05
"Lgr4",-0.129479545490385,0.05,0.05
"Ccdc34",-0.0570412167914345,0.05,0.05
"Fibin",-1.92336579031378,0.05,0.05
"Olfr1307",0.0165821423148579,0.05,0.05
"Lpcat4",-1.20873332300196,0.05,0.05
"Nop10",-0.135830306050039,0.05,0.05
"Slc12a6",0.752730750615589,0.05,0.05
"Emc4",-0.411658165104007,0.05,0.05
"Katnbl1",0.0207142361816723,0.05,0.05
"Emc7",-0.0918202101788035,0.05,0.05
"Aven",-0.139214977165138,0.05,0.05
"Fmn1",0.964846620331302,0.05,0.05
"Arhgap11a",0.558415982484095,0.05,0.05
"Gm21596",-0.806324388175711,0.05,0.05
"Actc1",1.57478128688023,0.05,0.05
"Aqr",0.645627929004792,0.05,0.05
"Zfp770",-0.049468312200696,0.05,0.05
"Dph6",0.134520791435406,0.05,0.05
"BC052040",0.314646191676085,0.05,0.05
"Meis2",-1.18461965361939,0.05,0.05
"2700033N17Rik",-0.408915490873789,0.05,0.05
"D330050G23Rik",0.243047716001517,0.05,0.05
"Gm29340",1.12450943275791,0.05,0.05
"Spred1",0.338605750670617,0.05,0.05
"Fam98b",-0.255764132151695,0.05,0.05
"Rasgrp1",1.02557248554278,0.05,0.05
"Gm13986",-0.0132936128771245,0.05,0.05
"Thbs1",-0.874591241903744,0.05,0.05
"Eif2ak4",0.157411887377717,0.05,0.05
"Srp14",-0.334070221849647,0.05,0.05
"Bmf",0.684276896928317,0.05,0.05
"Bub1b",0.571713842898087,0.05,0.05
"Plcb2",0.591318008253776,0.05,0.05
"Inafm2",-0.0878014104474945,0.05,0.05
"Ccdc9b",-1.27991134949285,0.05,0.05
"Knstrn",-0.00417608098122146,0.05,0.05
"Ivd",0.521577901234906,0.05,0.05
"Bahd1",-0.226853299932737,0.05,0.05
"Chst14",-0.168181140796031,0.05,0.05
"Ccdc32",-0.192496141638443,0.05,0.05
"Rpusd2",-0.0167358613931158,0.05,0.05
"Knl1",0.441481935504137,0.05,0.05
"Rad51",-0.158013298439382,0.05,0.05
"Rmdn3",-0.0139261507252688,0.05,0.05
"Gchfr",-1.67319052303024,0.05,0.05
"Dnajc17",-0.0328926785947332,0.05,0.05
"Zfyve19",-0.0197016512947599,0.05,0.05
"Spint1",-2.04551860844867,0.05,0.05
"Rhov",-2.13528943880261,0.05,0.05
"Vps18",0.852352542500572,0.05,0.05
"Gm14207",-0.959123646360383,0.05,0.05
"Dll4",-1.911325295146,0.05,0.05
"Chac1",-0.44286347896948,0.05,0.05
"Ino80",-0.24867397290737,0.05,0.05
"Exd1",-0.227209263995095,0.05,0.05
"Chp1",-0.502780086673309,0.05,0.05
"1700020I14Rik",-0.492896720880399,0.05,0.05
"Oip5",-0.0945732977039488,0.05,0.05
"Nusap1",0.780880762327461,0.05,0.05
"Ndufaf1",-0.200507688609946,0.05,0.05
"Rtf1",0.239883709125635,0.05,0.05
"Itpka",-0.000981184329039042,0.05,0.05
"Rpap1",0.297169538339891,0.05,0.05
"Tyro3",-0.392864373274766,0.05,0.05
"Mga",0.29853610218308,0.05,0.05
"Mapkbp1",0.449969656050019,0.05,0.05
"Jmjd7",-0.291741548720453,0.05,0.05
"Sptbn5",0.51947620220527,0.05,0.05
"Ehd4",0.634294562787325,0.05,0.05
"Vps39",0.656411799955476,0.05,0.05
"Tmem87a",0.455757669996102,0.05,0.05
"Ganc",0.297081892292946,0.05,0.05
"Capn3",-0.0864317672128367,0.05,0.05
"Zfp106",0.192240249695034,0.05,0.05
"Gm26899",0.0284596295247808,0.05,0.05
"Snap23",-0.0970526400906797,0.05,0.05
"Lrrc57",0.0863051048926025,0.05,0.05
"Haus2",0.208431825540021,0.05,0.05
"Stard9",0.957132031298143,0.05,0.05
"Cdan1",-0.152687354795189,0.05,0.05
"Ttbk2",0.156263793489034,0.05,0.05
"AV039307",0.0975281718873248,0.05,0.05
"Ubr1",-0.00144737270577444,0.05,0.05
"Tmem62",-0.21010285769578,0.05,0.05
"Ccndbp1",0.183965606588126,0.05,0.05
"Lcmt2",0.238946753155771,0.05,0.05
"Adal",0.0263406233143351,0.05,0.05
"Zscan29",0.332253337904185,0.05,0.05
"Tubgcp4",0.643446314269344,0.05,0.05
"Trp53bp1",0.306063828817311,0.05,0.05
"Map1a",-0.951860800298738,0.05,0.05
"Ppip5k1",0.563925061212994,0.05,0.05
"Catsper2",-0.144019255439913,0.05,0.05
"Pdia3",0.0979081745586257,0.05,0.05
"Serinc4",0.141884396974895,0.05,0.05
"Serf2",-0.186216756183573,0.05,0.05
"Hypk",-0.392022473819263,0.05,0.05
"Mfap1b",0.317384081245899,0.05,0.05
"Gm14017",-0.106108629339078,0.05,0.05
"Mfap1a",0.395339885780112,0.05,0.05
"Wdr76",-0.000464392338535458,0.05,0.05
"Frmd5",-0.331454998237877,0.05,0.05
"Casc4",-1.45902087263303,0.05,0.05
"Mageb3",0.108215766509782,0.05,0.05
"Ctdspl2",0.0142039325708447,0.05,0.05
"Eif3j1",0.226772286610801,0.05,0.05
"Spg11",0.340021561010741,0.05,0.05
"B2m",0.01711142212074,0.05,0.05
"Trim69",0.639058554038397,0.05,0.05
"Rps12-ps10",-0.423366973913341,0.05,0.05
"Sord",0.0570105503856722,0.05,0.05
"Shf",-0.466522865528836,0.05,0.05
"Slc28a2",-0.759201710089631,0.05,0.05
"Bambi-ps1",0.44533532338673,0.05,0.05
"Gatm",0.0446099940400861,0.05,0.05
"Spata5l1",0.135928286923366,0.05,0.05
"AA467197",-3.19828965181971,0.05,0.05
"Slc30a4",-0.238248648633807,0.05,0.05
"Bloc1s6os",0.808715533250331,0.05,0.05
"Bloc1s6",0.00786910003617969,0.05,0.05
"Sqor",-0.550870577210476,0.05,0.05
"Sema6d",0.817145071217458,0.05,0.05
"Slc24a5",0.515068944884376,0.05,0.05
"Myef2",0.351407577469321,0.05,0.05
"Dut",-0.480322528576738,0.05,0.05
"Fbn1",-2.03242906840716,0.05,0.05
"Cep152",0.400223903179147,0.05,0.05
"Shc4",-0.0734137474931084,0.05,0.05
"Eid1",0.25268404526445,0.05,0.05
"Secisbp2l",0.353504099206815,0.05,0.05
"Cops2",-0.291108542836681,0.05,0.05
"Galk2",0.214022086603915,0.05,0.05
"Fgf7",-0.72064856655751,0.05,0.05
"Dtwd1",-0.122331919558461,0.05,0.05
"Atp8b4",-0.475969331661765,0.05,0.05
"Hdc",-1.30794947607432,0.05,0.05
"Gabpb1",-0.186329442236739,0.05,0.05
"Gm27003",-0.205353367585639,0.05,0.05
"Usp8",0.210577639767081,0.05,0.05
"Usp50",-0.316310073687263,0.05,0.05
"Trpm7",-0.126707359803996,0.05,0.05
"Gm14212",0.0287178897238388,0.05,0.05
"Sppl2a",0.116751186178158,0.05,0.05
"Ap4e1",0.339596846435459,0.05,0.05
"Blvra",0.205774233509353,0.05,0.05
"Ncaph",0.489569731116308,0.05,0.05
"Itpripl1",-0.210288189195758,0.05,0.05
"1810024B03Rik",0.840951885945146,0.05,0.05
"Snrnp200",0.35542297012917,0.05,0.05
"Ciao1",-0.16748156659555,0.05,0.05
"Tmem127",0.115439879336838,0.05,0.05
"Gm10766",0.142206373537451,0.05,0.05
"Stard7",0.0470811381901335,0.05,0.05
"Dusp2",0.847377895289472,0.05,0.05
"Astl",0.160352073299041,0.05,0.05
"Fahd2a",-0.113513425424285,0.05,0.05
"Kcnip3",0.078836893034113,0.05,0.05
"Gm22613",0.0363803849712974,0.05,0.05
"Zfp661",-0.0239970033428316,0.05,0.05
"Mrps5",0.182468685668947,0.05,0.05
"Mal",-0.931575983497119,0.05,0.05
"Mall",-1.0526806153033,0.05,0.05
"Nphp1",0.0113602325625948,0.05,0.05
"Mtln",0.0378523570237173,0.05,0.05
"Bub1",0.0126114988866211,0.05,0.05
"Acoxl",0.0473510764802134,0.05,0.05
"Bcl2l11",0.743993276851237,0.05,0.05
"Gm14005",-0.516687876112585,0.05,0.05
"Gm39929",0.172766725974334,0.05,0.05
"Anapc1",0.323159316826132,0.05,0.05
"Mertk",-0.366841955320614,0.05,0.05
"Gm23172",-0.0751399473468521,0.05,0.05
"Tmem87b",0.245871345123115,0.05,0.05
"Zc3h8",0.349637207849128,0.05,0.05
"Gm10762",0.380146209651221,0.05,0.05
"Zc3h6",0.595950646530714,0.05,0.05
"Gm14027",-0.0448885015133917,0.05,0.05
"Ttl",0.0316053451615201,0.05,0.05
"Polr1b",0.250419355235507,0.05,0.05
"Chchd5",-0.401052635933739,0.05,0.05
