gene,name,score,source
FASLG,Fas Ligand,39.842903,GeneCards
APOH,Apolipoprotein H,39.765858,GeneCards
SMARCA4,SWI/SNF Related BAF Chromatin Remodeling Complex Subunit ATPase 4,39.642406,GeneCards
RORA,RAR Related Orphan Receptor A,39.61048,GeneCards
CTSS,Cathepsin S,39.583256,GeneCards
CCN3,Cellular Communication Network Factor 3,39.52702,GeneCards
CYP46A1,Cytochrome P450 Family 46 Subfamily A Member 1,39.498856,GeneCards
GLP1R,Glucagon Like Peptide 1 Receptor,39.485447,GeneCards
PRKACG,Protein Kinase CAMP-Activated Catalytic Subunit Gamma,39.46599,GeneCards
F9,Coagulation Factor IX,39.43219,GeneCards
RUNX1,RUNX Family Transcription Factor 1,39.43219,GeneCards
SLC2A4,Solute Carrier Family 2 Member 4,39.422512,GeneCards
AGER,Advanced Glycosylation End-Product Specific Receptor,39.39808,GeneCards
GP9,Glycoprotein IX Platelet,39.378338,GeneCards
ADAMTS2,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 2,39.355705,GeneCards
SMAD6,SMAD Family Member 6,39.339615,GeneCards
CTLA4,Cytotoxic T-Lymphocyte Associated Protein 4,39.334793,GeneCards
C3,Complement C3,39.29352,GeneCards
CDKN1A,Cyclin Dependent Kinase Inhibitor 1A,39.281284,GeneCards
YBX1,Y-Box Binding Protein 1,39.255615,GeneCards
ELAVL1,ELAV Like RNA Binding Protein 1,39.237946,GeneCards
IL17A,Interleukin 17A,39.192783,GeneCards
IDO1,"Indoleamine 2,3-Dioxygenase 1",39.16248,GeneCards
ANXA5,Annexin A5,39.115494,GeneCards
AP3B1,Adaptor Related Protein Complex 3 Subunit Beta 1,39.075634,GeneCards
ABCB1,ATP Binding Cassette Subfamily B Member 1,39.03455,GeneCards
ACE2,Angiotensin Converting Enzyme 2,39.005974,GeneCards
MIR155,MicroRNA 155,39.00452,GeneCards
LTB4R,Leukotriene B4 Receptor,38.95719,GeneCards
CASP1,Caspase 1,38.932888,GeneCards
CXCR4,C-X-C Motif Chemokine Receptor 4,38.883793,GeneCards
SNHG8,Small Nucleolar RNA Host Gene 8,38.834545,GeneCards
GATA1,GATA Binding Protein 1,38.808254,GeneCards
HDAC2,Histone Deacetylase 2,38.782303,GeneCards
HS3ST1,Heparan Sulfate-Glucosamine 3-Sulfotransferase 1,38.776176,GeneCards
IL33,Interleukin 33,38.72283,GeneCards
IL18,Interleukin 18,38.719875,GeneCards
ABCB11,ATP Binding Cassette Subfamily B Member 11,38.702744,GeneCards
MIR98,MicroRNA 98,38.544094,GeneCards
NOS2,Nitric Oxide Synthase 2,38.43063,GeneCards
MIR33B,MicroRNA 33b,38.411182,GeneCards
CD68,CD68 Molecule,38.40391,GeneCards
GDF15,Growth Differentiation Factor 15,38.39659,GeneCards
PLPP3,Phospholipid Phosphatase 3,38.26564,GeneCards
GP1BB,Glycoprotein Ib Platelet Subunit Beta,38.20519,GeneCards
ADAM17,ADAM Metallopeptidase Domain 17,38.20344,GeneCards
CTH,Cystathionine Gamma-Lyase,38.07633,GeneCards
HABP2,Hyaluronan Binding Protein 2,38.04295,GeneCards
ANTXR1,ANTXR Cell Adhesion Molecule 1,38.03424,GeneCards
APPL1,"Adaptor Protein, Phosphotyrosine Interacting With PH Domain And Leucine Zipper 1",37.89696,GeneCards
TNXB,Tenascin XB,37.834423,GeneCards
TXN,Thioredoxin,37.80229,GeneCards
APLN,Apelin,37.762012,GeneCards
RETN,Resistin,37.753365,GeneCards
STAT3,Signal Transducer And Activator Of Transcription 3,37.72038,GeneCards
COL5A2,Collagen Type V Alpha 2 Chain,37.714138,GeneCards
IL37,Interleukin 37,37.697807,GeneCards
CYBA,Cytochrome B-245 Alpha Chain,37.677048,GeneCards
KLF2,KLF Transcription Factor 2,37.662537,GeneCards
ADAMTS10,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 10,37.6498,GeneCards
METTL3,"Methyltransferase 3, N6-Adenosine-Methyltransferase Complex Catalytic Subunit",37.61653,GeneCards
NOX4,NADPH Oxidase 4,37.601765,GeneCards
CYP2C9,Cytochrome P450 Family 2 Subfamily C Member 9,37.530964,GeneCards
MIR146B,MicroRNA 146b,37.50979,GeneCards
GJA1,Gap Junction Protein Alpha 1,37.49921,GeneCards
PTGS1,Prostaglandin-Endoperoxide Synthase 1,37.472878,GeneCards
CCR7,C-C Motif Chemokine Receptor 7,37.471096,GeneCards
LOXL1-AS1,LOXL1 Antisense RNA 1,37.436398,GeneCards
MMP8,Matrix Metallopeptidase 8,37.404465,GeneCards
MERTK,"MER Proto-Oncogene, Tyrosine Kinase",37.351868,GeneCards
NCEH1,Neutral Cholesterol Ester Hydrolase 1,37.337425,GeneCards
LCN2,Lipocalin 2,37.288635,GeneCards
BANF1,Barrier To Autointegration Nuclear Assembly Factor 1,37.27748,GeneCards
CALR,Calreticulin,37.22217,GeneCards
ESR2,Estrogen Receptor 2,37.192604,GeneCards
S100A12,S100 Calcium Binding Protein A12,37.0768,GeneCards
SMAD5-AS1,SMAD5 Antisense RNA 1,37.0734,GeneCards
STAT1,Signal Transducer And Activator Of Transcription 1,37.04279,GeneCards
PDGFB,Platelet Derived Growth Factor Subunit B,37.037758,GeneCards
MAP2K4,Mitogen-Activated Protein Kinase Kinase 4,37.018993,GeneCards
MBL2,Mannose Binding Lectin 2,36.994255,GeneCards
IL1A,Interleukin 1 Alpha,36.881374,GeneCards
PAPPA,Pappalysin 1,36.813198,GeneCards
MMP14,Matrix Metallopeptidase 14,36.780346,GeneCards
SAA2,Serum Amyloid A2,36.728535,GeneCards
GCLM,Glutamate-Cysteine Ligase Modifier Subunit,36.70851,GeneCards
UCHL1,Ubiquitin C-Terminal Hydrolase L1,36.706173,GeneCards
IDH1,Isocitrate Dehydrogenase (NADP(+)) 1,36.670475,GeneCards
TLR6,Toll Like Receptor 6,36.65859,GeneCards
CASP3,Caspase 3,36.602837,GeneCards
NTN1,Netrin 1,36.573833,GeneCards
PF4,Platelet Factor 4,36.566906,GeneCards
INSR,Insulin Receptor,36.470013,GeneCards
ERN1,Endoplasmic Reticulum To Nucleus Signaling 1,36.454437,GeneCards
IGF1,Insulin Like Growth Factor 1,36.38738,GeneCards
HDLBP,High Density Lipoprotein Binding Protein,36.375374,GeneCards
HCAR2,Hydroxycarboxylic Acid Receptor 2,36.331135,GeneCards
HAMP,Hepcidin Antimicrobial Peptide,36.32115,GeneCards
RORC,RAR Related Orphan Receptor C,36.30539,GeneCards
ADAM10,ADAM Metallopeptidase Domain 10,36.2939,GeneCards
MIR216A,MicroRNA 216a,36.277138,GeneCards
MAP2K2,Mitogen-Activated Protein Kinase Kinase 2,36.260017,GeneCards
CCNL2,Cyclin L2,36.259514,GeneCards
MIR758,MicroRNA 758,36.249428,GeneCards
TBXAS1,Thromboxane A Synthase 1,36.145542,GeneCards
SCAP,SREBF Chaperone,36.109604,GeneCards
AKR1A1,Aldo-Keto Reductase Family 1 Member A1,36.087376,GeneCards
FNDC5,Fibronectin Type III Domain Containing 5,36.0557,GeneCards
S100A9,S100 Calcium Binding Protein A9,36.053654,GeneCards
JAK1,Janus Kinase 1,36.03175,GeneCards
CLDN14,Claudin 14,36.026165,GeneCards
SLC9A1,Solute Carrier Family 9 Member A1,35.991394,GeneCards
UCP1,Uncoupling Protein 1,35.968666,GeneCards
GHRL,Ghrelin And Obestatin Prepropeptide,35.95491,GeneCards
HSPB1,Heat Shock Protein Family B (Small) Member 1,35.949997,GeneCards
PNPLA3,"Patatin Like Domain 3, 1-Acylglycerol-3-Phosphate O-Acyltransferase ",35.91834,GeneCards
HBEGF,Heparin Binding EGF Like Growth Factor,35.908638,GeneCards
SIRT3,Sirtuin 3,35.845406,GeneCards
MIRLET7G,MicroRNA Let-7g,35.837475,GeneCards
TREM2,Triggering Receptor Expressed On Myeloid Cells 2,35.815372,GeneCards
B2M,Beta-2-Microglobulin,35.795433,GeneCards
SP1,Sp1 Transcription Factor,35.720394,GeneCards
TNFRSF1A,TNF Receptor Superfamily Member 1A,35.69458,GeneCards
HDAC3,Histone Deacetylase 3,35.676655,GeneCards
FCGR3B,Fc Gamma Receptor IIIb,35.671745,GeneCards
ALOX12,"Arachidonate 12-Lipoxygenase, 12S Type",35.6679,GeneCards
XDH,Xanthine Dehydrogenase,35.616253,GeneCards
SRF,Serum Response Factor,35.60372,GeneCards
RAD1,RAD1 Checkpoint DNA Exonuclease,35.60325,GeneCards
RAB43,"RAB43, Member RAS Oncogene Family",35.60325,GeneCards
STING1,Stimulator Of Interferon Response CGAMP Interactor 1,35.589237,GeneCards
NR1H2,Nuclear Receptor Subfamily 1 Group H Member 2,35.567883,GeneCards
ANXA2,Annexin A2,35.556507,GeneCards
IL1RL1,Interleukin 1 Receptor Like 1,35.54838,GeneCards
CCL4,C-C Motif Chemokine Ligand 4,35.37513,GeneCards
CXCR2,C-X-C Motif Chemokine Receptor 2,35.36638,GeneCards
STAT4,Signal Transducer And Activator Of Transcription 4,35.33059,GeneCards
CFTR,CF Transmembrane Conductance Regulator,35.326694,GeneCards
CCL3,C-C Motif Chemokine Ligand 3,35.28745,GeneCards
LINC00261,Long Intergenic Non-Protein Coding RNA 261,35.284725,GeneCards
TNFSF12,TNF Superfamily Member 12,35.27462,GeneCards
FMO3,Flavin Containing Dimethylaniline Monoxygenase 3,35.254784,GeneCards
MYLIP,Myosin Regulatory Light Chain Interacting Protein,35.251263,GeneCards
ACTN1,Actinin Alpha 1,35.234203,GeneCards
HAVCR2,Hepatitis A Virus Cellular Receptor 2,35.208714,GeneCards
IL2,Interleukin 2,35.194565,GeneCards
MIR150,MicroRNA 150,35.18557,GeneCards
HOXA11,Homeobox A11,35.181854,GeneCards
BMP4,Bone Morphogenetic Protein 4,35.181824,GeneCards
MIR302A,MicroRNA 302a,35.162373,GeneCards
PRKACA,Protein Kinase CAMP-Activated Catalytic Subunit Alpha,35.15387,GeneCards
GNAQ,G Protein Subunit Alpha Q,35.13043,GeneCards
CCN2,Cellular Communication Network Factor 2,35.123512,GeneCards
LOC106560211,APOB 5' Regulatory Region,35.12154,GeneCards
DCN,Decorin,35.083775,GeneCards
EPAS1,Endothelial PAS Domain Protein 1,35.073395,GeneCards
S100A8,S100 Calcium Binding Protein A8,35.05015,GeneCards
ZMPSTE24,Zinc Metallopeptidase STE24,34.982513,GeneCards
C1R,Complement C1r,34.96934,GeneCards
RBM8A,RNA Binding Motif Protein 8A,34.968452,GeneCards
GFI1B,Growth Factor Independent 1B Transcriptional Repressor,34.968452,GeneCards
HPS3,HPS3 Biogenesis Of Lysosomal Organelles Complex 2 Subunit 1,34.968452,GeneCards
CDKN2A,Cyclin Dependent Kinase Inhibitor 2A,34.96159,GeneCards
CTSD,Cathepsin D,34.88489,GeneCards
MIR382,MicroRNA 382,34.829704,GeneCards
NOD2,Nucleotide Binding Oligomerization Domain Containing 2,34.744526,GeneCards
JUN,"Jun Proto-Oncogene, AP-1 Transcription Factor Subunit",34.739887,GeneCards
CXCR3,C-X-C Motif Chemokine Receptor 3,34.734554,GeneCards
IL6ST,Interleukin 6 Cytokine Family Signal Transducer,34.68195,GeneCards
FCGR2B,Fc Gamma Receptor IIb,34.670322,GeneCards
GNA11,G Protein Subunit Alpha 11,34.63806,GeneCards
GATM,Glycine Amidinotransferase,34.63143,GeneCards
RIPK1,Receptor Interacting Serine/Threonine Kinase 1,34.627686,GeneCards
TNIP1,TNFAIP3 Interacting Protein 1,34.577747,GeneCards
RELA,"RELA Proto-Oncogene, NF-KB Subunit",34.56071,GeneCards
SOS1,SOS Ras/Rac Guanine Nucleotide Exchange Factor 1,34.530304,GeneCards
LINC02605,Long Intergenic Non-Protein Coding RNA 2605,34.435093,GeneCards
FAN1,FANCD2 And FANCI Associated Nuclease 1,34.4301,GeneCards
RECQL5,RecQ Like Helicase 5,34.4301,GeneCards
CTCF,CCCTC-Binding Factor,34.426617,GeneCards
PIK3R2,Phosphoinositide-3-Kinase Regulatory Subunit 2,34.424656,GeneCards
ADAMTS4,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 4,34.400513,GeneCards
TNFRSF18,TNF Receptor Superfamily Member 18,34.386024,GeneCards
MLKL,Mixed Lineage Kinase Domain Like Pseudokinase,34.376442,GeneCards
PGR-AS1,PGR Antisense RNA 1,34.370464,GeneCards
AAT1,"Aortic Aneurysm, Familial Thoracic 1",34.36552,GeneCards
ARG2,Arginase 2,34.333218,GeneCards
ABCG4,ATP Binding Cassette Subfamily G Member 4,34.330177,GeneCards
NR1I3,Nuclear Receptor Subfamily 1 Group I Member 3,34.2537,GeneCards
PDE4D,Phosphodiesterase 4D,34.20875,GeneCards
BACE1,Beta-Secretase 1,34.207253,GeneCards
AXL,AXL Receptor Tyrosine Kinase,34.14163,GeneCards
ARNT,Aryl Hydrocarbon Receptor Nuclear Translocator,34.121773,GeneCards
MIR22,MicroRNA 22,34.088684,GeneCards
LIPI,Lipase I,34.08006,GeneCards
MIR212,MicroRNA 212,34.0566,GeneCards
RIPK3,Receptor Interacting Serine/Threonine Kinase 3,34.010883,GeneCards
LTA4H,Leukotriene A4 Hydrolase,33.988895,GeneCards
PWAR1,Prader Willi/Angelman Region RNA 1,33.98585,GeneCards
MIR211,MicroRNA 211,33.93933,GeneCards
GAS6,Growth Arrest Specific 6,33.93813,GeneCards
IL6R,Interleukin 6 Receptor,33.912163,GeneCards
NCF1,Neutrophil Cytosolic Factor 1,33.879433,GeneCards
NPPA,Natriuretic Peptide A,33.833237,GeneCards
MECOM,MDS1 And EVI1 Complex Locus,33.7953,GeneCards
TUBB1,Tubulin Beta 1 Class VI,33.7953,GeneCards
ETV6,ETS Variant Transcription Factor 6,33.7953,GeneCards
FLI1,"Fli-1 Proto-Oncogene, ETS Transcription Factor",33.7953,GeneCards
FYB1,FYN Binding Protein 1,33.7953,GeneCards
MASTL,Microtubule Associated Serine/Threonine Kinase Like,33.7953,GeneCards
ANKRD26,Ankyrin Repeat Domain 26,33.7953,GeneCards
NBEAL2,Neurobeachin Like 2,33.7953,GeneCards
BLOC1S3,Biogenesis Of Lysosomal Organelles Complex 1 Subunit 3,33.7953,GeneCards
SLFN14,Schlafen Family Member 14,33.7953,GeneCards
BGLAP,Bone Gamma-Carboxyglutamate Protein,33.734337,GeneCards
MIR7-3HG,MIR7-3 Host Gene,33.63711,GeneCards
COL4A1,Collagen Type IV Alpha 1 Chain,33.633904,GeneCards
APOC4,Apolipoprotein C4,33.615345,GeneCards
HOTTIP,HOXA Distal Transcript Antisense RNA,33.548695,GeneCards
DGAT2,Diacylglycerol O-Acyltransferase 2,33.517216,GeneCards
CXCL16,C-X-C Motif Chemokine Ligand 16,33.476734,GeneCards
JCAD,Junctional Cadherin 5 Associated,33.45064,GeneCards
APOM,Apolipoprotein M,33.371677,GeneCards
LIAS,Lipoic Acid Synthetase,33.324245,GeneCards
LINC-ROR,"Long Intergenic Non-Protein Coding RNA, Regulator Of Reprogramming",33.31277,GeneCards
MIR296,MicroRNA 296,33.307774,GeneCards
C6,Complement C6,33.300182,GeneCards
LOC129929773,ATAC-STARR-Seq Lymphoblastoid Silent Region 456,33.273666,GeneCards
KRIT1,KRIT1 Ankyrin Repeat Containing,33.266823,GeneCards
GLMN,"Glomulin, FKBP Associated Protein",33.251507,GeneCards
NR4A1,Nuclear Receptor Subfamily 4 Group A Member 1,33.245766,GeneCards
CHI3L1,Chitinase 3 Like 1,33.240322,GeneCards
RSAD2,Radical S-Adenosyl Methionine Domain Containing 2,33.229347,GeneCards
EDNRA,Endothelin Receptor Type A,33.225266,GeneCards
PSRC1,Proline And Serine Rich Coiled-Coil 1,33.22478,GeneCards
CEL,Carboxyl Ester Lipase,33.215794,GeneCards
MAPK7,Mitogen-Activated Protein Kinase 7,33.183865,GeneCards
ADRB2,Adrenoceptor Beta 2,33.178993,GeneCards
CTSA,Cathepsin A,33.178093,GeneCards
KIF23,Kinesin Family Member 23,33.178093,GeneCards
CELSR2,Cadherin EGF LAG Seven-Pass G-Type Receptor 2,33.17717,GeneCards
FAM95C,Family With Sequence Similarity 95 Member C,33.157173,GeneCards
MIR195,MicroRNA 195,33.057415,GeneCards
SERPINA12,Serpin Family A Member 12,33.029007,GeneCards
BLK,"BLK Proto-Oncogene, Src Family Tyrosine Kinase",33.025005,GeneCards
CXCL1,C-X-C Motif Chemokine Ligand 1,33.01265,GeneCards
CD47,CD47 Molecule,32.94412,GeneCards
CD163,CD163 Molecule,32.87195,GeneCards
ABCA12,ATP Binding Cassette Subfamily A Member 12,32.790874,GeneCards
MIR494,MicroRNA 494,32.772736,GeneCards
SNHG16,Small Nucleolar RNA Host Gene 16,32.7376,GeneCards
LGALS9,Galectin 9,32.733757,GeneCards
PRKCB,Protein Kinase C Beta,32.67396,GeneCards
RARRES2,Retinoic Acid Receptor Responder 2,32.652573,GeneCards
STAP1,Signal Transducing Adaptor Family Member 1,32.648746,GeneCards
ALDH18A1,Aldehyde Dehydrogenase 18 Family Member A1,32.608612,GeneCards
LOC130057352,ATAC-STARR-Seq Lymphoblastoid Silent Region 6574,32.608612,GeneCards
ARG1,Arginase 1,32.58812,GeneCards
GPER1,G Protein-Coupled Estrogen Receptor 1,32.56153,GeneCards
ANXA1,Annexin A1,32.55046,GeneCards
ADIPOR1,Adiponectin Receptor 1,32.54944,GeneCards
SLC2A9,Solute Carrier Family 2 Member 9,32.548294,GeneCards
RASA1,RAS P21 Protein Activator 1,32.543465,GeneCards
TSC1,TSC Complex Subunit 1,32.543465,GeneCards
CD14,CD14 Molecule,32.47312,GeneCards
ITLN1,Intelectin 1,32.38138,GeneCards
MIRLET7C,MicroRNA Let-7c,32.33775,GeneCards
FADS1,Fatty Acid Desaturase 1,32.297867,GeneCards
ECE1,Endothelin Converting Enzyme 1,32.285915,GeneCards
CYP2C19,Cytochrome P450 Family 2 Subfamily C Member 19,32.2341,GeneCards
PLIN2,Perilipin 2,32.189754,GeneCards
CUL9,Cullin 9,32.17341,GeneCards
CCDC92,Coiled-Coil Domain Containing 92,32.109447,GeneCards
CHRNA7,Cholinergic Receptor Nicotinic Alpha 7 Subunit,32.034767,GeneCards
ACAT1,Acetyl-CoA Acetyltransferase 1,31.941246,GeneCards
UTS2R,Urotensin 2 Receptor,31.900883,GeneCards
CDAN1,Codanin 1,31.851854,GeneCards
MMP12,Matrix Metallopeptidase 12,31.839005,GeneCards
FLT1,Fms Related Receptor Tyrosine Kinase 1,31.83281,GeneCards
NQO1,NAD(P)H Quinone Dehydrogenase 1,31.773079,GeneCards
LOC126805877,MED14-Independent Group 3 Enhancer GRCh37_chr1:156099693-156100892,31.707357,GeneCards
HDC,Histidine Decarboxylase,31.698994,GeneCards
PLAUR,"Plasminogen Activator, Urokinase Receptor",31.686382,GeneCards
GSTM2,Glutathione S-Transferase Mu 2,31.666252,GeneCards
OSBP,Oxysterol Binding Protein,31.6551,GeneCards
CCR5,C-C Motif Chemokine Receptor 5,31.635324,GeneCards
DNASE1L3,Deoxyribonuclease 1L3,31.616365,GeneCards
NIPSNAP3B,Nipsnap Homolog 3B,31.597496,GeneCards
SPTLC1,Serine Palmitoyltransferase Long Chain Base Subunit 1,31.58985,GeneCards
FAS,Fas Cell Surface Death Receptor,31.551014,GeneCards
APLNR,Apelin Receptor,31.542652,GeneCards
GLO1,Glyoxalase I,31.523806,GeneCards
PGF,Placental Growth Factor,31.517355,GeneCards
TTTY15,"Testis Expressed Transcript, Y-Linked 15",31.443716,GeneCards
PIK3R1,Phosphoinositide-3-Kinase Regulatory Subunit 1,31.409918,GeneCards
CD1D,CD1d Molecule,31.355188,GeneCards
MPO,Myeloperoxidase,31.31187,GeneCards
MT-RNR1,Mitochondrially Encoded 12S RRNA,31.269608,GeneCards
MT-TL2,Mitochondrially Encoded TRNA-Leu (CUN) 2,31.266865,GeneCards
COL1A2,Collagen Type I Alpha 2 Chain,31.24353,GeneCards
PARP1,Poly(ADP-Ribose) Polymerase 1,31.235363,GeneCards
HMGB1,High Mobility Group Box 1,31.225441,GeneCards
LRP5,LDL Receptor Related Protein 5,31.176048,GeneCards
MT-TL1,Mitochondrially Encoded TRNA-Leu (UUA/G) 1,31.119808,GeneCards
NTNG1,Netrin G1,31.101212,GeneCards
LOC125146421,Sharpr-MPRA Regulatory Region 15590,31.068321,GeneCards
CLU,Clusterin,31.037575,GeneCards
F3,"Coagulation Factor III, Tissue Factor",31.002567,GeneCards
BAX,"BCL2 Associated X, Apoptosis Regulator",30.962383,GeneCards
WNT5A,Wnt Family Member 5A,30.954834,GeneCards
IL12A,Interleukin 12A,30.950884,GeneCards
ESM1,Endothelial Cell Specific Molecule 1,30.948433,GeneCards
CDSN,Corneodesmosin,30.923113,GeneCards
CAV2,Caveolin 2,30.886091,GeneCards
MIR320A,MicroRNA 320a,30.835295,GeneCards
CHST1,Carbohydrate Sulfotransferase 1,30.834806,GeneCards
TERT,Telomerase Reverse Transcriptase,30.807901,GeneCards
IL4,Interleukin 4,30.793455,GeneCards
GPBAR1,G Protein-Coupled Bile Acid Receptor 1,30.792614,GeneCards
KRT6A,Keratin 6A,30.770021,GeneCards
KRT6B,Keratin 6B,30.770021,GeneCards
KRT6C,Keratin 6C,30.770021,GeneCards
HOXC13,Homeobox C13,30.770021,GeneCards
HOXA-AS2,HOXA Cluster Antisense RNA 2,30.770021,GeneCards
MIR133B,MicroRNA 133b,30.76468,GeneCards
SMO,"Smoothened, Frizzled Class Receptor",30.737427,GeneCards
ITGAV,Integrin Subunit Alpha V,30.72215,GeneCards
COL2A1,Collagen Type II Alpha 1 Chain,30.71901,GeneCards
AGAP2-AS1,AGAP2 Antisense RNA 1,30.71901,GeneCards
GSR,Glutathione-Disulfide Reductase,30.676685,GeneCards
ACKR3,Atypical Chemokine Receptor 3,30.663345,GeneCards
NR0B2,Nuclear Receptor Subfamily 0 Group B Member 2,30.64958,GeneCards
ADAMTS1,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 1,30.606209,GeneCards
CHIT1,Chitinase 1,30.605377,GeneCards
HHIPL1,HHIP Like 1,30.585022,GeneCards
FOXP3,Forkhead Box P3,30.547462,GeneCards
C1QTNF1,C1q And TNF Related 1,30.482597,GeneCards
IFNG,Interferon Gamma,30.476357,GeneCards
FOXO1,Forkhead Box O1,30.385822,GeneCards
PTX3,Pentraxin 3,30.351727,GeneCards
UBE2L3,Ubiquitin Conjugating Enzyme E2 L3,30.312233,GeneCards
C1QTNF9B,C1q And TNF Related 9B,30.310991,GeneCards
F11R,F11 Receptor,30.301744,GeneCards
SMAD7,SMAD Family Member 7,30.26354,GeneCards
TNFSF10,TNF Superfamily Member 10,30.229248,GeneCards
HNF1B,HNF1 Homeobox B,30.226667,GeneCards
LOC129931597,ATAC-STARR-Seq Lymphoblastoid Silent Region 1421,30.221998,GeneCards
MFGE8,Milk Fat Globule EGF And Factor V/VIII Domain Containing,30.22093,GeneCards
TIMP2,TIMP Metallopeptidase Inhibitor 2,30.151623,GeneCards
ABCC1,ATP Binding Cassette Subfamily C Member 1 (ABCC1 Blood Group),30.14872,GeneCards
CCL21,C-C Motif Chemokine Ligand 21,30.143555,GeneCards
ERCC6,"ERCC Excision Repair 6, Chromatin Remodeling Factor",30.12548,GeneCards
HPSE,Heparanase,30.11859,GeneCards
CXCR6,C-X-C Motif Chemokine Receptor 6,30.110363,GeneCards
KEAP1,Kelch Like ECH Associated Protein 1,30.0974,GeneCards
NRP2,Neuropilin 2,30.096554,GeneCards
NFKBIA,NFKB Inhibitor Alpha,30.093138,GeneCards
MIR217,MicroRNA 217,30.076124,GeneCards
LOC114803475,PPARG EExon Liver Enhancer,30.054768,GeneCards
BRAF,"B-Raf Proto-Oncogene, Serine/Threonine Kinase",30.013264,GeneCards
NEUROD1,Neuronal Differentiation 1,30.013264,GeneCards
PDX1,Pancreatic And Duodenal Homeobox 1,30.013264,GeneCards
PAX4,Paired Box 4,30.013264,GeneCards
IGFBP3,Insulin Like Growth Factor Binding Protein 3,29.995235,GeneCards
GPR55,G Protein-Coupled Receptor 55,29.98455,GeneCards
SERPIND1,Serpin Family D Member 1,29.972319,GeneCards
TNFRSF12A,TNF Receptor Superfamily Member 12A,29.96694,GeneCards
SIRT6,Sirtuin 6,29.933483,GeneCards
IRX2-DT,IRX2 Divergent Transcript,29.930176,GeneCards
TYRO3,TYRO3 Protein Tyrosine Kinase,29.895264,GeneCards
SRFBP1,Serum Response Factor Binding Protein 1,29.895172,GeneCards
BRCA1,BRCA1 DNA Repair Associated,29.863813,GeneCards
ADA,Adenosine Deaminase,29.84352,GeneCards
KL,Klotho,29.830055,GeneCards
MIR451A,MicroRNA 451a,29.82782,GeneCards
IL1RN,Interleukin 1 Receptor Antagonist,29.808933,GeneCards
MIR30C1,MicroRNA 30c-1,29.804308,GeneCards
RXRA,Retinoid X Receptor Alpha,29.79072,GeneCards
VCAN,Versican,29.773975,GeneCards
CASR,Calcium Sensing Receptor,29.76458,GeneCards
APEX1,Apurinic/Apyrimidinic Endodeoxyribonuclease 1,29.759933,GeneCards
TNFSF11,TNF Superfamily Member 11,29.750921,GeneCards
MIR223,MicroRNA 223,29.74756,GeneCards
PRL,Prolactin,29.704489,GeneCards
AQP1,Aquaporin 1 (Colton Blood Group),29.692135,GeneCards
TJP1,Tight Junction Protein 1,29.641579,GeneCards
CTSK,Cathepsin K,29.597109,GeneCards
KRT16,Keratin 16,29.596872,GeneCards
LINC01389,Long Intergenic Non-Protein Coding RNA 1389,29.596872,GeneCards
LOC108491825,Enhancer-Blocking Element 11-1-2 Overlapping APOA5,29.596872,GeneCards
SRP14-DT,SRP14 Divergent Transcript,29.596872,GeneCards
